sequence_id,video_id,source_csv,label,label_name,sequence_index,start_frame,end_frame,start_frame_local,end_frame_local,valid_length,sequence_length,feature_dim,num_original_frames,is_padded,is_all_zero,zero_ratio,split
Not_Fall_Not_Fall_Walking_Walking_38__seq_0000,Not_Fall_Not_Fall_Walking_Walking_38,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_38_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,311,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_38__seq_0001,Not_Fall_Not_Fall_Walking_Walking_38,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_38_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,311,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_38__seq_0002,Not_Fall_Not_Fall_Walking_Walking_38,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_38_processed.csv,0,Not_Fall,2,60,159,60,159,100,100,30,311,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_38__seq_0003,Not_Fall_Not_Fall_Walking_Walking_38,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_38_processed.csv,0,Not_Fall,3,90,189,90,189,100,100,30,311,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_38__seq_0004,Not_Fall_Not_Fall_Walking_Walking_38,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_38_processed.csv,0,Not_Fall,4,120,219,120,219,100,100,30,311,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_38__seq_0005,Not_Fall_Not_Fall_Walking_Walking_38,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_38_processed.csv,0,Not_Fall,5,150,249,150,249,100,100,30,311,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_38__seq_0006,Not_Fall_Not_Fall_Walking_Walking_38,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_38_processed.csv,0,Not_Fall,6,180,279,180,279,100,100,30,311,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_38__seq_0007,Not_Fall_Not_Fall_Walking_Walking_38,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_38_processed.csv,0,Not_Fall,7,210,309,210,309,100,100,30,311,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_38__seq_0008,Not_Fall_Not_Fall_Walking_Walking_38,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_38_processed.csv,0,Not_Fall,8,211,310,211,310,100,100,30,311,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_39__seq_0000,Not_Fall_Not_Fall_Walking_Walking_39,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_39_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,319,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_39__seq_0001,Not_Fall_Not_Fall_Walking_Walking_39,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_39_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,319,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_39__seq_0002,Not_Fall_Not_Fall_Walking_Walking_39,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_39_processed.csv,0,Not_Fall,2,60,159,60,159,100,100,30,319,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_39__seq_0003,Not_Fall_Not_Fall_Walking_Walking_39,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_39_processed.csv,0,Not_Fall,3,90,189,90,189,100,100,30,319,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_39__seq_0004,Not_Fall_Not_Fall_Walking_Walking_39,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_39_processed.csv,0,Not_Fall,4,120,219,120,219,100,100,30,319,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_39__seq_0005,Not_Fall_Not_Fall_Walking_Walking_39,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_39_processed.csv,0,Not_Fall,5,150,249,150,249,100,100,30,319,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_39__seq_0006,Not_Fall_Not_Fall_Walking_Walking_39,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_39_processed.csv,0,Not_Fall,6,180,279,180,279,100,100,30,319,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_39__seq_0007,Not_Fall_Not_Fall_Walking_Walking_39,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_39_processed.csv,0,Not_Fall,7,210,309,210,309,100,100,30,319,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_39__seq_0008,Not_Fall_Not_Fall_Walking_Walking_39,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_39_processed.csv,0,Not_Fall,8,219,318,219,318,100,100,30,319,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_3__seq_0000,Not_Fall_Not_Fall_Walking_Walking_3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_3_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,298,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_3__seq_0001,Not_Fall_Not_Fall_Walking_Walking_3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_3_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,298,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_3__seq_0002,Not_Fall_Not_Fall_Walking_Walking_3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_3_processed.csv,0,Not_Fall,2,60,159,60,159,100,100,30,298,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_3__seq_0003,Not_Fall_Not_Fall_Walking_Walking_3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_3_processed.csv,0,Not_Fall,3,90,189,90,189,100,100,30,298,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_3__seq_0004,Not_Fall_Not_Fall_Walking_Walking_3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_3_processed.csv,0,Not_Fall,4,120,219,120,219,100,100,30,298,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_3__seq_0005,Not_Fall_Not_Fall_Walking_Walking_3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_3_processed.csv,0,Not_Fall,5,150,249,150,249,100,100,30,298,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_3__seq_0006,Not_Fall_Not_Fall_Walking_Walking_3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_3_processed.csv,0,Not_Fall,6,180,279,180,279,100,100,30,298,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_3__seq_0007,Not_Fall_Not_Fall_Walking_Walking_3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_3_processed.csv,0,Not_Fall,7,198,297,198,297,100,100,30,298,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_42__seq_0000,Not_Fall_Not_Fall_Walking_Walking_42,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_42_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,358,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_42__seq_0001,Not_Fall_Not_Fall_Walking_Walking_42,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_42_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,358,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_42__seq_0002,Not_Fall_Not_Fall_Walking_Walking_42,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_42_processed.csv,0,Not_Fall,2,60,159,60,159,100,100,30,358,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_42__seq_0003,Not_Fall_Not_Fall_Walking_Walking_42,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_42_processed.csv,0,Not_Fall,3,90,189,90,189,100,100,30,358,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_42__seq_0004,Not_Fall_Not_Fall_Walking_Walking_42,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_42_processed.csv,0,Not_Fall,4,120,219,120,219,100,100,30,358,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_42__seq_0005,Not_Fall_Not_Fall_Walking_Walking_42,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_42_processed.csv,0,Not_Fall,5,150,249,150,249,100,100,30,358,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_42__seq_0006,Not_Fall_Not_Fall_Walking_Walking_42,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_42_processed.csv,0,Not_Fall,6,180,279,180,279,100,100,30,358,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_42__seq_0007,Not_Fall_Not_Fall_Walking_Walking_42,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_42_processed.csv,0,Not_Fall,7,210,309,210,309,100,100,30,358,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_42__seq_0008,Not_Fall_Not_Fall_Walking_Walking_42,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_42_processed.csv,0,Not_Fall,8,240,339,240,339,100,100,30,358,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_42__seq_0009,Not_Fall_Not_Fall_Walking_Walking_42,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_42_processed.csv,0,Not_Fall,9,258,357,258,357,100,100,30,358,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_43__seq_0000,Not_Fall_Not_Fall_Walking_Walking_43,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_43_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,362,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_43__seq_0001,Not_Fall_Not_Fall_Walking_Walking_43,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_43_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,362,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_43__seq_0002,Not_Fall_Not_Fall_Walking_Walking_43,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_43_processed.csv,0,Not_Fall,2,60,159,60,159,100,100,30,362,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_43__seq_0003,Not_Fall_Not_Fall_Walking_Walking_43,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_43_processed.csv,0,Not_Fall,3,90,189,90,189,100,100,30,362,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_43__seq_0004,Not_Fall_Not_Fall_Walking_Walking_43,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_43_processed.csv,0,Not_Fall,4,120,219,120,219,100,100,30,362,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_43__seq_0005,Not_Fall_Not_Fall_Walking_Walking_43,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_43_processed.csv,0,Not_Fall,5,150,249,150,249,100,100,30,362,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_43__seq_0006,Not_Fall_Not_Fall_Walking_Walking_43,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_43_processed.csv,0,Not_Fall,6,180,279,180,279,100,100,30,362,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_43__seq_0007,Not_Fall_Not_Fall_Walking_Walking_43,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_43_processed.csv,0,Not_Fall,7,210,309,210,309,100,100,30,362,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_43__seq_0008,Not_Fall_Not_Fall_Walking_Walking_43,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_43_processed.csv,0,Not_Fall,8,240,339,240,339,100,100,30,362,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_43__seq_0009,Not_Fall_Not_Fall_Walking_Walking_43,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_43_processed.csv,0,Not_Fall,9,262,361,262,361,100,100,30,362,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_44__seq_0000,Not_Fall_Not_Fall_Walking_Walking_44,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_44_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_44__seq_0001,Not_Fall_Not_Fall_Walking_Walking_44,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_44_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_44__seq_0002,Not_Fall_Not_Fall_Walking_Walking_44,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_44_processed.csv,0,Not_Fall,2,60,159,60,159,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_44__seq_0003,Not_Fall_Not_Fall_Walking_Walking_44,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_44_processed.csv,0,Not_Fall,3,90,189,90,189,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_44__seq_0004,Not_Fall_Not_Fall_Walking_Walking_44,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_44_processed.csv,0,Not_Fall,4,120,219,120,219,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_44__seq_0005,Not_Fall_Not_Fall_Walking_Walking_44,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_44_processed.csv,0,Not_Fall,5,150,249,150,249,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_44__seq_0006,Not_Fall_Not_Fall_Walking_Walking_44,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_44_processed.csv,0,Not_Fall,6,180,279,180,279,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_44__seq_0007,Not_Fall_Not_Fall_Walking_Walking_44,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_44_processed.csv,0,Not_Fall,7,210,309,210,309,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_44__seq_0008,Not_Fall_Not_Fall_Walking_Walking_44,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_44_processed.csv,0,Not_Fall,8,232,331,232,331,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_45__seq_0000,Not_Fall_Not_Fall_Walking_Walking_45,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_45_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_45__seq_0001,Not_Fall_Not_Fall_Walking_Walking_45,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_45_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_45__seq_0002,Not_Fall_Not_Fall_Walking_Walking_45,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_45_processed.csv,0,Not_Fall,2,60,159,60,159,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_45__seq_0003,Not_Fall_Not_Fall_Walking_Walking_45,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_45_processed.csv,0,Not_Fall,3,90,189,90,189,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_45__seq_0004,Not_Fall_Not_Fall_Walking_Walking_45,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_45_processed.csv,0,Not_Fall,4,120,219,120,219,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_45__seq_0005,Not_Fall_Not_Fall_Walking_Walking_45,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_45_processed.csv,0,Not_Fall,5,150,249,150,249,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_45__seq_0006,Not_Fall_Not_Fall_Walking_Walking_45,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_45_processed.csv,0,Not_Fall,6,180,279,180,279,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_45__seq_0007,Not_Fall_Not_Fall_Walking_Walking_45,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_45_processed.csv,0,Not_Fall,7,210,309,210,309,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_45__seq_0008,Not_Fall_Not_Fall_Walking_Walking_45,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_45_processed.csv,0,Not_Fall,8,232,331,232,331,100,100,30,332,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_46__seq_0000,Not_Fall_Not_Fall_Walking_Walking_46,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_46_processed.csv,0,Not_Fall,0,0,99,0,99,100,100,30,310,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_46__seq_0001,Not_Fall_Not_Fall_Walking_Walking_46,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_46_processed.csv,0,Not_Fall,1,30,129,30,129,100,100,30,310,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_46__seq_0002,Not_Fall_Not_Fall_Walking_Walking_46,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_46_processed.csv,0,Not_Fall,2,60,159,60,159,100,100,30,310,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_46__seq_0003,Not_Fall_Not_Fall_Walking_Walking_46,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_46_processed.csv,0,Not_Fall,3,90,189,90,189,100,100,30,310,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_46__seq_0004,Not_Fall_Not_Fall_Walking_Walking_46,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_46_processed.csv,0,Not_Fall,4,120,219,120,219,100,100,30,310,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_46__seq_0005,Not_Fall_Not_Fall_Walking_Walking_46,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_46_processed.csv,0,Not_Fall,5,150,249,150,249,100,100,30,310,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_46__seq_0006,Not_Fall_Not_Fall_Walking_Walking_46,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_46_processed.csv,0,Not_Fall,6,180,279,180,279,100,100,30,310,0,0,0.0666666666666666,train
Not_Fall_Not_Fall_Walking_Walking_46__seq_0007,Not_Fall_Not_Fall_Walking_Walking_46,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Not_Fall\Not_Fall_Not_Fall_Walking_Walking_46_processed.csv,0,Not_Fall,7,210,309,210,309,100,100,30,310,0,0,0.0666666666666666,train
